﻿Daily Discharge (m3/s) (PARAM = 1) and Daily Water Level (m) (PARAM = 2)
 ID,PARAM,Date,Value,SYM
08MG026,1,1994/04/13,2.57,
08MG026,1,1994/04/14,2.53,
08MG026,1,1994/04/15,2.23,
08MG026,1,1994/04/16,2.15,
08MG026,1,1994/04/17,2.57,
08MG026,1,1994/04/18,3.48,
08MG026,1,1994/04/19,5.22,
08MG026,1,1994/04/20,4.84,
08MG026,1,1994/04/21,4.70,
08MG026,1,1994/04/22,4.39,
08MG026,1,1994/04/23,4.01,
08MG026,1,1994/04/24,3.51,
08MG026,1,1994/04/25,3.28,
08MG026,1,1994/04/26,3.32,
08MG026,1,1994/04/27,3.67,
08MG026,1,1994/04/28,3.72,
08MG026,1,1994/04/29,3.93,
08MG026,1,1994/04/30,3.89,
08MG026,1,1994/05/01,3.49,
08MG026,1,1994/05/02,3.13,
08MG026,1,1994/05/03,2.96,
08MG026,1,1994/05/04,2.90,
08MG026,1,1994/05/05,3.27,
08MG026,1,1994/05/06,4.10,
08MG026,1,1994/05/07,5.36,
08MG026,1,1994/05/08,6.89,
08MG026,1,1994/05/09,6.14,
08MG026,1,1994/05/10,6.75,
08MG026,1,1994/05/11,7.08,
08MG026,1,1994/05/12,6.29,
08MG026,1,1994/05/13,5.45,
08MG026,1,1994/05/14,4.86,
08MG026,1,1994/05/15,4.10,
08MG026,1,1994/05/16,3.82,
08MG026,1,1994/05/17,3.80,
08MG026,1,1994/05/18,3.98,
08MG026,1,1994/05/19,4.76,
08MG026,1,1994/05/20,4.77,
08MG026,1,1994/05/21,5.01,
08MG026,1,1994/05/22,4.43,
08MG026,1,1994/05/23,4.51,
08MG026,1,1994/05/24,4.82,
08MG026,1,1994/05/25,6.55,
08MG026,1,1994/05/26,6.54,
08MG026,1,1994/05/27,5.12,
08MG026,1,1994/05/28,4.35,
08MG026,1,1994/05/29,4.05,
08MG026,1,1994/05/30,3.78,
08MG026,1,1994/05/31,3.75,
08MG026,1,1994/06/01,3.84,
08MG026,1,1994/06/02,3.63,
08MG026,1,1994/06/03,4.19,
08MG026,1,1994/06/04,4.67,
08MG026,1,1994/06/05,4.51,
08MG026,1,1994/06/06,4.39,
08MG026,1,1994/06/07,4.49,
08MG026,1,1994/06/08,4.08,
08MG026,1,1994/06/09,3.89,
08MG026,1,1994/06/10,4.70,E
08MG026,1,1994/06/11,6.00,E
08MG026,1,1994/06/12,8.30,E
08MG026,1,1994/06/13,7.50,E
08MG026,1,1994/06/14,6.30,E
08MG026,1,1994/06/15,5.60,E
08MG026,1,1994/06/16,5.10,E
08MG026,1,1994/06/17,5.20,E
08MG026,1,1994/06/18,5.40,E
08MG026,1,1994/06/19,4.80,E
08MG026,1,1994/06/20,5.00,E
08MG026,1,1994/06/21,5.60,E
08MG026,1,1994/06/22,7.41,A
08MG026,1,1994/06/23,8.41,
08MG026,1,1994/06/24,13.5,
08MG026,1,1994/06/25,9.71,
08MG026,1,1994/06/26,8.88,
08MG026,1,1994/06/27,8.49,
08MG026,1,1994/06/28,8.65,
08MG026,1,1994/06/29,9.71,
08MG026,1,1994/06/30,9.75,
08MG026,1,1994/07/01,10.2,
08MG026,1,1994/07/02,8.02,
08MG026,1,1994/07/03,6.42,
08MG026,1,1994/07/04,5.82,
08MG026,1,1994/07/05,6.00,
08MG026,1,1994/07/06,6.20,
08MG026,1,1994/07/07,6.63,
08MG026,1,1994/07/08,7.57,
08MG026,1,1994/07/09,7.15,
08MG026,1,1994/07/10,6.77,
08MG026,1,1994/07/11,6.68,
08MG026,1,1994/07/12,6.28,
08MG026,1,1994/07/13,7.49,
08MG026,1,1994/07/14,7.26,
08MG026,1,1994/07/15,7.26,
08MG026,1,1994/07/16,6.37,
08MG026,1,1994/07/17,7.64,
08MG026,1,1994/07/18,8.49,
08MG026,1,1994/07/19,6.54,
08MG026,1,1994/07/20,6.71,
08MG026,1,1994/07/21,13.6,
08MG026,1,1994/07/22,10.6,
08MG026,1,1994/07/23,8.41,
08MG026,1,1994/07/24,7.58,
08MG026,1,1994/07/25,7.39,
08MG026,1,1994/07/26,6.15,
08MG026,1,1994/07/27,5.42,
08MG026,1,1994/07/28,5.06,
08MG026,1,1994/07/29,4.48,
08MG026,1,1994/07/30,4.09,
08MG026,1,1994/07/31,3.76,
08MG026,1,1994/08/01,3.60,
08MG026,1,1994/08/02,3.61,
08MG026,1,1994/08/03,4.14,
08MG026,1,1994/08/04,4.26,
08MG026,1,1994/08/05,3.87,
08MG026,1,1994/08/06,3.21,
08MG026,1,1994/08/07,2.99,
08MG026,1,1994/08/08,3.18,
08MG026,1,1994/08/09,2.85,
08MG026,1,1994/08/10,2.26,
08MG026,1,1994/08/11,2.40,
08MG026,1,1994/08/12,2.74,
08MG026,1,1994/08/13,2.71,
08MG026,1,1994/08/14,2.55,
08MG026,1,1994/08/15,2.33,
08MG026,1,1994/08/16,2.13,
08MG026,1,1994/08/17,2.17,
08MG026,1,1994/08/18,2.25,
08MG026,1,1994/08/19,2.44,
08MG026,1,1994/08/20,2.22,
08MG026,1,1994/08/21,2.11,
08MG026,1,1994/08/22,2.23,
08MG026,1,1994/08/23,2.20,
08MG026,1,1994/08/24,2.16,
08MG026,1,1994/08/25,1.96,
08MG026,1,1994/08/26,2.12,
08MG026,1,1994/08/27,2.02,
08MG026,1,1994/08/28,2.13,
08MG026,1,1994/08/29,2.21,
08MG026,1,1994/08/30,2.33,
08MG026,1,1994/08/31,2.41,
08MG026,1,1994/09/01,2.18,
08MG026,1,1994/09/02,2.00,
08MG026,1,1994/09/03,2.10,
08MG026,1,1994/09/04,1.93,
08MG026,1,1994/09/05,1.90,
08MG026,1,1994/09/06,2.00,
08MG026,1,1994/09/07,2.30,
08MG026,1,1994/09/08,3.45,
08MG026,1,1994/09/09,2.77,
08MG026,1,1994/09/10,2.76,
08MG026,1,1994/09/11,2.33,
08MG026,1,1994/09/12,2.19,
08MG026,1,1994/09/13,2.35,
08MG026,1,1994/09/14,2.96,
08MG026,1,1994/09/15,3.13,
08MG026,1,1994/09/16,3.23,
08MG026,1,1994/09/17,3.32,
08MG026,1,1994/09/18,2.97,
08MG026,1,1994/09/19,2.93,
08MG026,1,1994/09/20,3.06,
08MG026,1,1994/09/21,2.91,
08MG026,1,1994/09/22,3.00,
08MG026,1,1994/09/23,2.72,
08MG026,1,1994/09/24,2.64,
08MG026,1,1994/09/25,2.74,
08MG026,1,1994/09/26,2.66,
08MG026,1,1994/09/27,3.00,
08MG026,1,1994/09/28,2.89,
08MG026,1,1994/09/29,2.85,
08MG026,1,1994/09/30,3.14,
08MG026,1,1994/10/01,3.20,
08MG026,1,1994/10/02,2.28,
08MG026,1,1994/10/03,1.89,
08MG026,1,1994/10/04,1.86,
08MG026,1,1994/10/05,1.75,
08MG026,1,1994/10/06,1.62,
08MG026,1,1994/10/07,1.47,
08MG026,1,1994/10/08,1.36,
08MG026,1,1994/10/09,1.40,
08MG026,1,1994/10/10,1.45,
08MG026,1,1994/10/11,1.28,
08MG026,1,1994/10/12,1.25,
08MG026,1,1994/10/13,1.22,
08MG026,1,1994/10/14,1.21,
08MG026,1,1994/10/15,1.16,
08MG026,1,1994/10/16,1.16,
08MG026,1,1994/10/17,1.12,
08MG026,1,1994/10/18,1.17,
08MG026,1,1994/10/19,1.18,
08MG026,1,1994/10/20,1.32,
08MG026,1,1994/10/21,1.38,A
08MG026,1,1994/10/22,1.30,E
08MG026,1,1994/10/23,1.22,E
08MG026,1,1994/10/24,1.18,E
08MG026,1,1994/10/25,1.17,E
08MG026,1,1994/10/26,2.10,E
08MG026,1,1994/10/27,1.80,E
08MG026,1,1994/10/28,1.51,A
08MG026,1,1994/10/29,1.25,
08MG026,1,1994/10/30,1.24,
08MG026,1,1994/10/31,1.31,
08MG026,1,1994/11/01,1.48,
08MG026,1,1994/11/02,1.18,
08MG026,1,1994/11/03,1.11,B
08MG026,1,1994/11/04,1.10,B
08MG026,1,1994/11/05,1.08,B
08MG026,1,1994/11/06,1.07,B
08MG026,1,1994/11/07,1.06,B
08MG026,1,1994/11/08,1.05,B
08MG026,1,1994/11/09,1.04,B
08MG026,1,1994/11/10,1.04,
08MG026,1,1994/11/11,1.01,
08MG026,1,1994/11/12,1.03,
08MG026,1,1994/11/13,1.04,
08MG026,1,1994/11/14,1.03,
08MG026,1,1994/11/15,1.02,
08MG026,1,1994/11/16,1.03,
08MG026,1,1994/11/17,0.877,
08MG026,1,1994/11/18,0.864,
08MG026,1,1994/11/19,1.03,
08MG026,1,1994/11/20,0.953,
08MG026,1,1994/11/21,0.862,
08MG026,1,1994/11/22,1.01,
08MG026,1,1994/11/23,1.08,A
08MG026,1,1994/11/24,1.00,E
08MG026,1,1994/11/25,0.920,E
08MG026,1,1994/11/26,0.890,E
08MG026,1,1994/11/27,0.880,E
08MG026,1,1994/11/28,0.870,E
08MG026,1,1994/11/29,0.870,E
08MG026,1,1994/11/30,1.10,E
08MG026,1,1994/12/01,1.41,
08MG026,1,1994/12/02,1.24,
08MG026,1,1994/12/03,0.955,
08MG026,1,1994/12/04,0.946,
08MG026,1,1994/12/05,1.01,
08MG026,1,1994/12/06,1.05,
08MG026,1,1994/12/07,1.06,
08MG026,1,1994/12/08,1.12,
08MG026,1,1994/12/09,1.05,
08MG026,1,1994/12/10,1.04,
08MG026,1,1994/12/11,1.03,
08MG026,1,1994/12/12,0.987,
08MG026,1,1994/12/13,0.967,
08MG026,1,1994/12/14,0.978,
08MG026,1,1994/12/15,0.980,
08MG026,1,1994/12/16,0.995,
08MG026,1,1994/12/17,1.45,
08MG026,1,1994/12/18,1.75,
08MG026,1,1994/12/19,2.18,
08MG026,1,1994/12/20,3.02,
08MG026,1,1994/12/21,2.35,
08MG026,1,1994/12/22,2.05,
08MG026,1,1994/12/23,1.85,
08MG026,1,1994/12/24,1.70,
08MG026,1,1994/12/25,1.60,
08MG026,1,1994/12/26,1.54,
08MG026,1,1994/12/27,1.52,B
08MG026,1,1994/12/28,0.920,B
08MG026,1,1994/12/29,0.890,B
08MG026,1,1994/12/30,0.880,B
08MG026,1,1994/12/31,0.870,B
08MG026,1,1995/01/01,1.03,
08MG026,1,1995/01/02,1.01,
08MG026,1,1995/01/03,1.01,
08MG026,1,1995/01/04,0.980,
08MG026,1,1995/01/05,0.942,
08MG026,1,1995/01/06,0.913,
08MG026,1,1995/01/07,0.939,
08MG026,1,1995/01/08,0.960,
08MG026,1,1995/01/09,1.01,
08MG026,1,1995/01/10,1.09,
08MG026,1,1995/01/11,1.02,
08MG026,1,1995/01/12,0.988,
08MG026,1,1995/01/13,0.962,
08MG026,1,1995/01/14,0.944,
08MG026,1,1995/01/15,0.944,
08MG026,1,1995/01/16,0.940,
08MG026,1,1995/01/17,0.939,
08MG026,1,1995/01/18,0.964,
08MG026,1,1995/01/19,0.928,
08MG026,1,1995/01/20,0.911,
08MG026,1,1995/01/21,0.886,
08MG026,1,1995/01/22,0.866,
08MG026,1,1995/01/23,0.847,
08MG026,1,1995/01/24,0.851,
08MG026,1,1995/01/25,0.836,
08MG026,1,1995/01/26,0.844,
08MG026,1,1995/01/27,0.829,
08MG026,1,1995/01/28,0.847,
08MG026,1,1995/01/29,2.64,
08MG026,1,1995/01/30,1.91,
08MG026,1,1995/01/31,1.93,
08MG026,1,1995/02/01,2.38,
08MG026,1,1995/02/02,1.95,
08MG026,1,1995/02/03,1.73,
08MG026,1,1995/02/04,1.57,
08MG026,1,1995/02/05,1.45,
08MG026,1,1995/02/06,1.55,
08MG026,1,1995/02/07,1.54,
08MG026,1,1995/02/08,1.42,
08MG026,1,1995/02/09,1.29,
08MG026,1,1995/02/10,1.20,
08MG026,1,1995/02/11,1.11,
08MG026,1,1995/02/12,0.886,
08MG026,1,1995/02/13,0.772,
08MG026,1,1995/02/14,0.887,
08MG026,1,1995/02/15,0.974,
08MG026,1,1995/02/16,1.07,
08MG026,1,1995/02/17,1.15,
08MG026,1,1995/02/18,1.09,
08MG026,1,1995/02/19,1.07,
08MG026,1,1995/02/20,2.72,
08MG026,1,1995/02/21,3.67,
08MG026,1,1995/02/22,3.14,
08MG026,1,1995/02/23,2.26,
08MG026,1,1995/02/24,2.30,
08MG026,1,1995/02/25,2.24,
08MG026,1,1995/02/26,2.20,
08MG026,1,1995/02/27,2.12,
08MG026,1,1995/02/28,2.07,
08MG026,1,1995/03/01,2.01,
08MG026,1,1995/03/02,1.99,
08MG026,1,1995/03/03,1.97,
08MG026,1,1995/03/04,1.95,
08MG026,1,1995/03/05,1.94,
08MG026,1,1995/03/06,1.93,
08MG026,1,1995/03/07,1.92,
08MG026,1,1995/03/08,1.92,
08MG026,1,1995/03/09,2.08,
08MG026,1,1995/03/10,2.21,
08MG026,1,1995/03/11,2.08,
08MG026,1,1995/03/12,2.05,
08MG026,1,1995/03/13,2.00,
08MG026,1,1995/03/14,2.12,
08MG026,1,1995/03/15,2.12,
08MG026,1,1995/03/16,2.03,
08MG026,1,1995/03/17,2.00,
08MG026,1,1995/03/18,2.02,
08MG026,1,1995/03/19,2.10,
08MG026,1,1995/03/20,2.18,
08MG026,1,1995/03/21,2.18,
08MG026,1,1995/03/22,2.13,
08MG026,1,1995/03/23,2.11,
08MG026,1,1995/03/24,2.09,
08MG026,1,1995/03/25,2.07,
08MG026,1,1995/03/26,2.08,
08MG026,1,1995/03/27,2.09,
08MG026,1,1995/03/28,2.10,
08MG026,1,1995/03/29,2.15,
08MG026,1,1995/03/30,2.19,
08MG026,1,1995/03/31,2.24,
08MG026,1,1995/04/01,2.24,
08MG026,1,1995/04/02,2.24,
08MG026,1,1995/04/03,2.20,
08MG026,1,1995/04/04,2.40,
08MG026,1,1995/04/05,2.32,
08MG026,1,1995/04/06,2.24,
08MG026,1,1995/04/07,2.40,
08MG026,1,1995/04/08,2.36,
08MG026,1,1995/04/09,2.27,
08MG026,1,1995/04/10,2.15,
08MG026,1,1995/04/11,2.11,
08MG026,1,1995/04/12,2.10,
08MG026,1,1995/04/13,2.11,
08MG026,1,1995/04/14,2.10,
08MG026,1,1995/04/15,2.11,
08MG026,1,1995/04/16,2.10,
08MG026,1,1995/04/17,2.09,
08MG026,1,1995/04/18,2.09,
08MG026,1,1995/04/19,2.08,
08MG026,1,1995/04/20,2.08,
08MG026,1,1995/04/21,2.21,
08MG026,1,1995/04/22,2.16,
08MG026,1,1995/04/23,2.21,
08MG026,1,1995/04/24,2.36,
08MG026,1,1995/04/25,2.54,
08MG026,1,1995/04/26,2.70,
08MG026,1,1995/04/27,2.87,
08MG026,1,1995/04/28,3.30,
08MG026,1,1995/04/29,3.40,
08MG026,1,1995/04/30,4.01,
08MG026,1,1995/05/01,3.98,
08MG026,1,1995/05/02,4.20,
08MG026,1,1995/05/03,4.09,
08MG026,1,1995/05/04,3.85,
08MG026,1,1995/05/05,3.82,
08MG026,1,1995/05/06,4.04,
08MG026,1,1995/05/07,4.37,
08MG026,1,1995/05/08,5.01,
08MG026,1,1995/05/09,5.71,
08MG026,1,1995/05/10,6.62,
08MG026,1,1995/05/11,5.78,
08MG026,1,1995/05/12,5.32,
08MG026,1,1995/05/13,5.58,
08MG026,1,1995/05/14,6.69,
08MG026,1,1995/05/15,6.45,E
08MG026,1,1995/05/16,6.30,E
08MG026,1,1995/05/17,6.20,E
08MG026,1,1995/05/18,6.10,E
08MG026,1,1995/05/19,6.04,
08MG026,1,1995/05/20,5.98,
08MG026,1,1995/05/21,5.94,
08MG026,1,1995/05/22,6.06,
08MG026,1,1995/05/23,6.34,
08MG026,1,1995/05/24,6.87,
08MG026,1,1995/05/25,7.51,
08MG026,1,1995/05/26,8.84,
08MG026,1,1995/05/27,9.12,
08MG026,1,1995/05/28,9.22,
08MG026,1,1995/05/29,9.07,
08MG026,1,1995/05/30,11.2,
08MG026,1,1995/05/31,10.8,
08MG026,1,1995/06/01,9.96,
08MG026,1,1995/06/02,10.5,
08MG026,1,1995/06/03,10.7,
08MG026,1,1995/06/04,8.93,
08MG026,1,1995/06/05,8.21,
08MG026,1,1995/06/06,7.27,
08MG026,1,1995/06/07,7.25,
08MG026,1,1995/06/08,8.23,
08MG026,1,1995/06/09,10.1,
08MG026,1,1995/06/10,10.7,
08MG026,1,1995/06/11,10.8,
08MG026,1,1995/06/12,9.60,
08MG026,1,1995/06/13,9.08,
08MG026,1,1995/06/14,8.32,
08MG026,1,1995/06/15,8.28,
08MG026,1,1995/06/16,8.93,
08MG026,1,1995/06/17,9.35,
08MG026,1,1995/06/18,8.90,
08MG026,1,1995/06/19,8.30,
08MG026,1,1995/06/20,8.72,
08MG026,1,1995/06/21,10.1,
08MG026,1,1995/06/22,10.2,
08MG026,1,1995/06/23,9.79,
08MG026,1,1995/06/24,10.8,
08MG026,1,1995/06/25,11.1,
08MG026,1,1995/06/26,11.2,
08MG026,1,1995/06/27,10.9,
08MG026,1,1995/06/28,11.1,
08MG026,1,1995/06/29,11.9,
08MG026,1,1995/06/30,12.2,
08MG026,1,1995/07/01,11.4,
08MG026,1,1995/07/02,11.5,
08MG026,1,1995/07/03,10.6,
08MG026,1,1995/07/04,8.72,
08MG026,1,1995/07/05,7.57,
08MG026,1,1995/07/06,7.54,
08MG026,1,1995/07/07,7.49,
08MG026,1,1995/07/08,7.46,
08MG026,1,1995/07/09,8.21,
08MG026,1,1995/07/10,13.5,
08MG026,1,1995/07/11,9.69,
08MG026,1,1995/07/12,8.76,
08MG026,1,1995/07/13,8.55,
08MG026,1,1995/07/14,8.31,
08MG026,1,1995/07/15,8.70,
08MG026,1,1995/07/16,9.42,
08MG026,1,1995/07/17,9.87,
08MG026,1,1995/07/18,10.3,
08MG026,1,1995/07/19,11.0,
08MG026,1,1995/07/20,11.7,
08MG026,1,1995/07/21,10.1,
08MG026,1,1995/07/22,9.65,
08MG026,1,1995/07/23,9.35,
08MG026,1,1995/07/24,8.60,
08MG026,1,1995/07/25,9.91,
08MG026,1,1995/07/26,15.0,
08MG026,1,1995/07/27,9.71,
08MG026,1,1995/07/28,8.36,
08MG026,1,1995/07/29,7.56,
08MG026,1,1995/07/30,6.87,
08MG026,1,1995/07/31,6.96,
08MG026,1,1995/08/01,7.69,
08MG026,1,1995/08/02,7.46,
08MG026,1,1995/08/03,8.16,
08MG026,1,1995/08/04,8.52,
08MG026,1,1995/08/05,8.88,
08MG026,1,1995/08/06,8.80,
08MG026,1,1995/08/07,8.74,
08MG026,1,1995/08/08,7.12,
08MG026,1,1995/08/09,6.62,
08MG026,1,1995/08/10,7.03,
08MG026,1,1995/08/11,7.90,
08MG026,1,1995/08/12,7.29,
08MG026,1,1995/08/13,6.28,
08MG026,1,1995/08/14,6.63,
08MG026,1,1995/08/15,7.21,
08MG026,1,1995/08/16,6.08,
08MG026,1,1995/08/17,5.61,
08MG026,1,1995/08/18,5.45,
08MG026,1,1995/08/19,5.70,
08MG026,1,1995/08/20,5.62,
08MG026,1,1995/08/21,5.79,
08MG026,1,1995/08/22,5.98,
08MG026,1,1995/08/23,5.64,
08MG026,1,1995/08/24,5.23,
08MG026,1,1995/08/25,5.06,
08MG026,1,1995/08/26,4.92,
08MG026,1,1995/08/27,4.81,
08MG026,1,1995/08/28,4.85,
08MG026,1,1995/08/29,4.88,
08MG026,1,1995/08/30,4.99,
08MG026,1,1995/08/31,4.98,
08MG026,1,1995/09/01,5.05,
